"Simulation","Time","Index"
199,1,1.025251386792514
200,1,1.0274858249154386
201,1,0.994624550292594
202,1,1.0551502753998563
203,1,1.0199437072761066
204,1,1.0282511282351607
205,1,1.026082247546135
206,1,1.0297395485482217
207,1,1.0110607847976874
208,1,1.0494718253193378
209,1,1.0413956551823444
210,1,1.0042181448955465
211,1,1.0515431860591158
212,1,1.035999526984236
213,1,1.0990474221732993
214,1,1.0282000138468177
215,1,1.0704868244059964
216,1,1.055489618314
217,1,1.0036062160015264
218,1,1.0039945938464112
219,1,1.0173261196395769
220,1,1.0150758782245128
221,1,1.0443057064080823
222,1,1.096171310721378
223,1,1.0410836519904894
224,1,1.0597754638772503
225,1,1.0356620774876844
226,1,1.0373719957319203
227,1,1.0482819906325447
228,1,1.030253399561984
229,1,1.041847035120581
230,1,1.0335717855817252
231,1,1.0390832583565888
232,1,1.023159932324701
233,1,1.0261923870877896
234,1,1.0291226329644076
235,1,1.1240217943871404
236,1,1.0294853424866042
237,1,1.043350559826525
238,1,1.0302940032323045
239,1,1.0152611544177688
240,1,1.0162051457812928
241,1,1.01510642917805
242,1,1.0325732608250047
243,1,1.02470027837825
244,1,1.0409272079844025
245,1,1.0493375886044813
246,1,1.019361402679007
247,1,1.023542115822169
248,1,1.0201423650845372
249,1,1.0443470458477186
250,1,1.03905760550635
251,1,1.039040356407739
252,1,1.0626393928252427
253,1,1.0366639100973984
254,1,1.0265116519232629
255,1,1.030506541267155
256,1,1.0266629555932245
257,1,1.0062771505198356
258,1,1.0321732991472283
259,1,1.0382178890595817
260,1,1.0268257344919287
261,1,1.0378053186333305
262,1,1.0283936478382476
263,1,1.2029794425747613
264,1,1.017738065490248
265,1,1.0398465913893271
266,1,1.016745873473025
267,1,1.023175122840307
268,1,1.0490679891910528
269,1,1.046239015925417
270,1,1.051435455537208
271,1,1.0349970233390076
272,1,1.0321773093733653
273,1,1.0114608528742879
274,1,1.0430337987224383
275,1,1.0548715475232202
276,1,1.0517086987635202
277,1,1.0331874849096727
278,1,1.020280477067088
279,1,0.9996397190182887
280,1,1.018148537638397
281,1,1.0198848585335558
282,1,1.1104281157566893
283,1,1.0279036372581851
284,1,1.0700415214444259
285,1,1.0225853808881262
286,1,1.0575995754570495
287,1,1.0293564472614614
288,1,1.0301841950438897
289,1,1.0404304140164877
290,1,1.0537125256933302
291,1,1.0631071173352216
292,1,1.05339040191215
293,1,1.0365495141553946
294,1,1.043066171100684
295,1,1.095617292258923
296,1,1.04521291682772
297,1,1.0170206311487424
298,1,1.0149609269050854
299,1,1.0450478789667332
300,1,1.0199932185186857
301,1,1.0235522191538158
302,1,1.0417733815096175
303,1,1.0124801657429807
304,1,1.0384477239283179
305,1,1.0109690434408944
306,1,1.0220547310662629
307,1,1.0335815804799606
308,1,1.0344740151642344
309,1,1.0267246806171362
310,1,1.0440395017519697
311,1,1.047384423246008
312,1,1.0197301772997114
313,1,1.0271970799482528
314,1,1.0382512977027867
315,1,1.0172498450734118
316,1,1.053574226911877
317,1,1.0303688090551308
318,1,1.031765060770574
319,1,1.0111455221126815
320,1,1.0209474748062595
321,1,1.0470315062556275
322,1,1.0545373228238755
323,1,1.0359531136342235
324,1,1.0317610402586408
325,1,1.0182927834586941
326,1,1.0454512858848897
327,1,1.025441946784613
328,1,1.0057366280773892
329,1,1.0232506250694096
330,1,1.0355462746398818
331,1,1.016376975705423
332,1,1.0231905686365363
333,1,1.0506851540749604
334,1,1.0235501404655087
335,1,1.0242282406084506
336,1,1.033192914910704
337,1,1.0418840980350395
338,1,1.0397681255488365
339,1,1.0435330748610545
340,1,1.0362304664184745
341,1,1.0140542178436878
342,1,1.01926727645552
343,1,1.0383801399282446
344,1,1.032964260348077
345,1,1.0346942834135735
346,1,1.0273451441363333
347,1,1.0463288538204172
348,1,1.0257446510986357
349,1,1.0372999789002233
350,1,1.0321910346542924
351,1,1.0353621003548177
352,1,1.019573558299535
353,1,1.0378000040905766
354,1,1.0225223996414794
355,1,1.0463933404155903
356,1,1.0690515432496368
357,1,1.0441742375412977
358,1,1.034741297944264
359,1,1.0304460504018613
360,1,1.0458063048535733
361,1,1.0231851214390286
362,1,1.0687292898564065
363,1,1.0332184036927186
364,1,1.0290991027950143
365,1,1.004886819874553
366,1,1.0300313536248626
367,1,1.057046333128921
368,1,1.0318106474429576
369,1,1.0219946227520313
370,1,1.0257470656714887
371,1,1.040081050070956
372,1,1.0173940395025896
373,1,1.0361399389335486
374,1,1.0197844314169306
375,1,1.0257697546375608
376,1,1.06003391667855
377,1,0.9831209316002266
378,1,1.0443528187816236
379,1,1.0423930281879725
380,1,1.0407489081957209
381,1,1.0244219418716716
382,1,1.0303234103178043
383,1,1.0284139011589384
384,1,1.0155573661347794
385,1,1.035195525989963
386,1,1.0328027476281176
387,1,1.045598811048086
388,1,1.0385603532641516
389,1,1.0325583328732222
390,1,1.0423492111394925
391,1,1.016184392026776
392,1,1.0359584327693119
393,1,1.0344870515874254
394,1,1.0547675867905397
395,1,1.0362368987356998
396,1,1.057665201631248
397,1,1.0352310882484255
398,1,1.0808302048904521
399,1,1.003444275711246
400,1,1.0247846052395981
401,1,1.0394887216222166
402,1,1.0316623005278536
403,1,1.0280882068202375
404,1,1.046448905214026
405,1,1.028443159850116
406,1,1.0052093678786276
407,1,1.0316273853428148
408,1,1.0184991669715926
409,1,1.0252550240408302
410,1,1.038585779579176
411,1,1.0289803933009316
412,1,1.0236564972427664
413,1,1.0430239766335134
414,1,1.0332455610005604
415,1,1.0383930471230725
416,1,1.0157794434944083
417,1,1.0568303366325982
418,1,1.026092242858006
419,1,1.0394631937404804
420,1,1.041130486862002
421,1,1.0232084604552556
422,1,1.0320138083467352
423,1,1.0367653377285633
424,1,1.060089491305871
425,1,1.0511655713610275
426,1,1.0449916203590977
427,1,1.0468485319378547
428,1,1.037079485614047
429,1,1.0211275299514386
430,1,1.0394944070048715
431,1,1.0251064853529832
432,1,1.0264332296177787
433,1,1.057104050831358
434,1,1.0067674330727596
435,1,1.0820582405604373
436,1,1.034903723967221
437,1,1.0281414422578095
438,1,1.0279815452582037
439,1,1.0357695137772285
440,1,1.015949863949469
441,1,1.053700693444637
442,1,1.0074190456139924
443,1,1.0286689145261771
444,1,1.0584408697476717
445,1,1.0767317681310373
446,1,1.029471972169045
447,1,1.0264728610455174
448,1,1.0276895466026768
449,1,1.0478954492902035
450,1,1.024955570527843
451,1,1.007847683744825
452,1,1.0379842366774037
453,1,1.008699176917517
454,1,1.0499614922647988
455,1,1.029673652550472
456,1,1.0548605519039338
457,1,1.0317054262673695
458,1,1.0133043624611644
459,1,1.0252983639627034
460,1,1.0216121688053432
461,1,1.0340964188103452
462,1,1.014273515328807
463,1,1.038100790331204
464,1,1.021201912558451
465,1,1.0113131615372288
466,1,1.0243962187607998
467,1,1.0476778782494707
468,1,1.033978295867432
469,1,1.0414416013551973
470,1,1.0554122335919593
471,1,1.1053741391285086
472,1,1.0425584806891162
473,1,1.0554186163050143
474,1,1.0242697109517105
475,1,1.0382416150037383
476,1,1.0328498923830565
477,1,1.049934329276993
478,1,1.0281674170479578
479,1,1.042766786243031
480,1,1.0242958270691935
481,1,1.0259015894089125
482,1,1.039189201721615
483,1,1.0303990691779128
484,1,1.0726714682367269
485,1,1.0276561589337876
486,1,1.0372689243628794
487,1,1.0253075339705229
488,1,1.033988965076687
489,1,1.0411916336125555
490,1,1.029222454314599
491,1,1.0322243508390374
492,1,1.0363167421787671
493,1,1.046169275906133
494,1,1.0274659178412604
495,1,1.0208207961610534
496,1,1.0339080250488688
497,1,1.035668631707739
498,1,1.044684812725589
499,1,1.024558662075524
500,1,1.0383675154789294
501,1,1.0026630320904686
502,1,1.0375507082257713
503,1,1.0226281878500572
504,1,1.0345117274690208
505,1,1.0295082106794524
506,1,1.0183182882953656
507,1,1.0457112818335634
508,1,1.0242090660614807
509,1,1.025354146719735
510,1,1.019743434023543
511,1,1.0457142729607625
512,1,1.0561191004359964
513,1,1.0466347212662535
514,1,1.0270364099305616
515,1,1.0333240069774403
516,1,1.0054919752325642
517,1,1.0252834094704661
518,1,1.0267351740739292
519,1,1.0199806289476283
520,1,1.0441640399603243
521,1,1.0415844995599448
522,1,1.0288059234772038
523,1,1.0538197952764081
524,1,1.0447774902715283
525,1,1.0151119881733484
526,1,1.0477311402574438
527,1,1.0242134045080422
528,1,1.0468635446384005
529,1,1.032756104188755
530,1,1.018571372744799
531,1,1.0018950985180703
532,1,1.0331589412189655
533,1,1.011466822460486
534,1,1.0150131547569259
535,1,1.0185372140582964
536,1,1.0095616494185715
537,1,1.0414934184050288
538,1,1.0195926310214303
539,1,1.0279535524369736
540,1,1.0468145013786438
541,1,1.0351823004585612
542,1,1.0203111233132305
543,1,1.0366573234663339
544,1,1.0499281909702858
545,1,1.0490811659437111
546,1,1.0127042980095595
547,1,1.0453731356812366
548,1,1.0652578292922736
549,1,1.0537438048168504
550,1,1.042595751994174
551,1,1.0197224724361589
552,1,1.032591250423978
553,1,1.0285847579822065
554,1,1.0400737550190946
555,1,1.0212299911806042
556,1,1.021922704419341
557,1,1.0650038136733502
558,1,1.0505736434096973
559,1,1.0523848851688211
560,1,1.020211400638667
561,1,1.0408277025809696
562,1,1.0187257093611741
563,1,1.0366679361999103
564,1,1.000533150722378
565,1,1.0258933556206709
566,1,1.019077804405341
567,1,1.0212400995026367
568,1,1.0454350256617058
569,1,1.017794844313791
570,1,1.0589722965795907
571,1,1.0495275514293665
572,1,1.0255057104644283
573,1,1.0450590931422485
574,1,1.0311002778261271
575,1,1.0452614214098699
576,1,1.0417294318147017
577,1,1.0424791123997523
578,1,1.0154633552710652
579,1,1.0589027993065103
580,1,1.035474644148638
581,1,1.0466143718860466
582,1,1.0216261559770705
583,1,1.0256874547460484
584,1,1.0601779811969108
585,1,1.0310069353324725
586,1,1.0232242142667811
587,1,1.0005765787937508
588,1,1.064416910800494
589,1,1.024538277050727
590,1,1.0148551888303703
591,1,1.030255686613956
592,1,1.0247329335668849
593,1,1.0296901740421178
594,1,1.0224487191109242
595,1,1.0256222919231632
596,1,1.0093323168233757
597,1,1.0199512857543627
598,1,0.9936377791639333
599,1,1.0294375702250749
600,1,1.048251100217761
601,1,1.013545197469287
602,1,1.0413088846861684
603,1,1.022656525610855
604,1,1.0143051215534482
605,1,1.0217692397505393
606,1,1.024533161261905
607,1,1.0364926206452736
608,1,1.0405272095586455
609,1,1.0328179433860185
610,1,1.030502385701577
611,1,1.0066499417377086
612,1,1.031893239404151
613,1,1.0423445298609915
614,1,1.0545745106101727
615,1,1.0429643765411627
616,1,1.054489759423979
617,1,1.0386475275060973
618,1,1.047929160406664
619,1,1.0265857770068927
620,1,1.0645759751859671
621,1,1.0432124186077507
622,1,1.0303918662633238
623,1,1.0202463148748473
624,1,1.0277837555064908
625,1,1.0364215489252864
626,1,1.0452247415952947
627,1,1.019681920220247
628,1,1.0216079852430981
629,1,1.031288477137421
630,1,1.0271617805038828
631,1,1.0336121529821685
632,1,1.027069059516683
633,1,1.0409042682188845
634,1,1.0369356237272314
635,1,1.0257008043695832
636,1,1.0484101010390923
637,1,1.0160601293937397
638,1,1.0325903533494925
639,1,1.0287546192741583
640,1,1.0500311521432277
641,1,1.0182005247525365
642,1,1.017452830867647
643,1,1.0238740661089096
644,1,1.0125594408074867
645,1,1.041931289938349
646,1,1.0417461552933998
647,1,1.0242703710342635
648,1,1.0225366698244478
649,1,1.0329358167328473
650,1,1.0375418163891816
651,1,1.0278061635402767
652,1,1.0238049214176022
653,1,1.0474528975600867
654,1,1.0222034758298664
655,1,1.0144760579875676
656,1,1.0391110372498038
657,1,1.0018225804627496
658,1,1.0287961424204968
659,1,1.0249494887562751
660,1,1.0419447816828606
661,1,1.0020483206480468
662,1,1.0517709882695783
663,1,1.0487301147586203
664,1,1.0314638934129217
665,1,1.0371471334669524
666,1,1.0397691063143912
667,1,1.0365913431968772
668,1,1.021180609765168
669,1,1.0435101019087438
670,1,1.0079732676023088
671,1,1.0102848365930375
672,1,1.0292371203721105
673,1,1.0268420751345568
674,1,1.035067512439287
675,1,1.051995769206745
676,1,1.0233399879955556
677,1,1.0409455025370855
678,1,1.0239841799751135
679,1,1.0439372487374623
680,1,1.0329798362815084
681,1,1.0386159418546181
682,1,1.0498672170916334
683,1,1.0128587591361453
684,1,1.0534421678600279
685,1,1.0484163970762626
686,1,1.0017324450633216
687,1,1.0058413511486413
688,1,1.040872127040898
689,1,1.0110623166828094
690,1,1.0387017449349063
691,1,1.0432738144605074
692,1,1.0313679534023004
693,1,1.043657048991172
694,1,1.0245095540681721
695,1,1.0250682956945962
696,1,1.0612712895174616
697,1,1.029822936564342
698,1,1.025808811031827
699,1,1.0378860428680148
700,1,1.035486418531224
701,1,1.0741113521242556
702,1,1.0085540077803712
703,1,1.0473460919168025
704,1,1.035120568369228
705,1,1.0378041892632843
706,1,1.035966656368664
707,1,1.0525883504718219
708,1,1.0140533863184193
709,1,1.0216286341714882
710,1,1.0601895931733878
711,1,1.0161659179789777
712,1,1.0286331575153889
713,1,1.055954122177746
714,1,1.0373198749709531
715,1,0.9941749277734586
716,1,1.013563633708878
717,1,1.063618268013562
718,1,1.060128693275104
719,1,1.0466043470994828
720,1,1.0490933395016697
721,1,1.0197547475560451
722,1,1.018766061094781
723,1,1.026919165073546
724,1,1.0103402458298574
725,1,1.0278123510328838
726,1,1.0267999595533182
727,1,1.0162731199408486
728,1,1.0360388773713975
729,1,1.0217452824455302
730,1,1.0855031784677889
731,1,1.0242938676430289
732,1,1.0400194707802448
733,1,1.0370438272888918
734,1,1.0338994543031645
735,1,1.0148849097960628
736,1,1.0337727866612014
737,1,1.0227439102390865
738,1,1.0327926745079785
739,1,1.0483171364469686
740,1,1.0486687820422098
741,1,1.049049763954953
742,1,1.0328123006648156
743,1,1.0412752270682144
744,1,1.0291676442398856
745,1,1.0141167617248343
746,1,1.0439102483191356
747,1,1.0402408830069836
748,1,1.0452370684140984
749,1,1.0197823967705035
750,1,1.0248554740177203
751,1,1.027763016402747
752,1,1.0019219812000235
753,1,1.0270160089887423
754,1,1.038240106741533
755,1,1.0334939587046332
756,1,1.0368063112952253
757,1,1.062745185941656
758,1,1.0332292779046468
759,1,1.0252542107791827
760,1,1.0378829294717704
761,1,1.0253529282688456
762,1,1.0370595211032556
763,1,1.0431976413503208
764,1,1.0469220627816846
765,1,1.0239461923014292
766,1,1.047382962169958
767,1,1.0413829684772085
768,1,1.0144384385590832
769,1,1.0176259524523632
770,1,1.0130459316468032
771,1,1.0283578957177257
772,1,1.031000297708849
773,1,1.0518823347162711
774,1,1.020198330968116
775,1,1.0127880308815858
776,1,1.011884263974496
777,1,1.0312616835542479
778,1,1.050113263167306
779,1,1.0642561012445115
780,1,1.0458092357782678
781,1,1.0451310969281002
782,1,1.043512584780459
783,1,1.0366403126616155
784,1,0.9946835234270264
785,1,1.0456561860229434
786,1,1.01222167957507
787,1,1.0347194146568974
788,1,1.1249089664590552
789,1,1.0232484231510262
790,1,1.0111691790796333
791,1,1.00095958113954
792,1,1.0112976285690627
793,1,1.027847644471695
794,1,1.0224100898079505
795,1,1.0168099073745267
796,1,1.018445655872508
797,1,1.0474508844983
798,1,1.048960264922255
799,1,1.018031706926615
800,1,1.0432567757568363
801,1,1.0400994147784337
802,1,1.0228260106602303
803,1,1.0529890311916696
804,1,1.0258176640660108
805,1,1.0523336096044968
806,1,1.042803878132692
807,1,1.0382054643165421
808,1,1.055406598367256
809,1,1.0368479289774108
810,1,1.0193268372946411
811,1,1.019037248530018
812,1,1.044064279150777
813,1,1.036805965414428
814,1,1.0260002281059937
815,1,1.0460121655905248
816,1,1.0114397022737631
817,1,1.0326769937542417
818,1,1.0353296602376991
819,1,1.054482516331353
820,1,1.0426459174259097
821,1,1.0166671240147653
822,1,1.0117686742583787
823,1,1.0286933411476498
824,1,1.0317704255842355
825,1,1.0514971725917304
826,1,1.0185852745322919
827,1,1.0396478858598588
828,1,1.058430116952546
829,1,1.0402796038311983
830,1,1.0281067282288285
831,1,1.0502159192791782
832,1,1.040207789342894
833,1,1.0128343437833267
834,1,1.0421387021801192
835,1,1.0399636138491324
836,1,1.0315075758267924
837,1,1.0216194937996133
838,1,1.024599591650145
839,1,1.02002018192167
840,1,1.0274498206187674
841,1,1.0494769782243056
842,1,1.045077559913887
843,1,1.025067169445545
844,1,1.0304412639906864
845,1,1.0290981001652306
846,1,1.0666732554444713
847,1,1.0206428893083135
848,1,1.0411766824569584
849,1,1.0258767727886702
850,1,1.0311474868457722
851,1,1.0279038873865507
852,1,1.0443557445342202
853,1,1.0299400298224952
854,1,1.0408773027100584
855,1,1.0183014824178878
856,1,0.9970230902389232
857,1,1.0222108657080053
858,1,1.02840654877792
859,1,1.049060740667697
860,1,1.0211337658147153
861,1,1.0445553562666032
862,1,1.0003366355007193
863,1,1.033779391311632
864,1,1.0361197000202187
865,1,1.059210229534603
866,1,1.034301838456079
867,1,1.0082201646667053
868,1,1.0319023967087166
869,1,1.0429867873622523
870,1,1.0411781951272208
871,1,1.0277283792761616
872,1,1.046451143017519
873,1,1.0274043911711488
874,1,1.04689951871209
875,1,1.0376211299898233
876,1,1.0077229397819107
877,1,1.0833040852144877
878,1,1.0206040656590438
879,1,1.0219330072597088
880,1,1.0234386860085714
881,1,1.038968139108295
882,1,1.0342169215911678
883,1,1.0355471951906863
884,1,1.0511021420334632
885,1,1.0300557388251719
886,1,1.0352787074368508
887,1,1.017914612577475
888,1,1.025709086880373
889,1,1.0318562457428944
890,1,1.0208320612062993
891,1,1.0471865364289
892,1,1.0301732661696374
893,1,1.0299075944040563
894,1,1.0116993630987956
895,1,1.0267187607373287
896,1,1.00630611896679
897,1,1.0277439614502764
898,1,1.0061846971502817
899,1,1.0606220455350353
900,1,1.0400005211228416
901,1,1.023980325941618
902,1,1.0313060418647895
903,1,1.0355097222378713
904,1,1.0350754974351313
905,1,1.0404435122855837
906,1,1.0611996865770443
907,1,1.034772767657663
908,1,1.0595725734914256
909,1,1.0426447835656198
910,1,1.0276725027904985
911,1,1.0343016776022864
912,1,1.0427006232564742
913,1,1.0204845739823583
914,1,1.0304822993650378
915,1,1.0255646222346118
916,1,1.0506482136164608
917,1,1.0084997312681607
918,1,1.0422792684214424
919,1,1.0239025546582927
920,1,1.0223136779423931
921,1,1.0402225513282837
922,1,1.0319652561152506
923,1,1.0260751857422572
924,1,1.0245571638238984
925,1,1.0123946403955781
926,1,1.0209758209844035
927,1,1.0179912939499296
928,1,1.0288020922878836
929,1,1.0423066642331213
930,1,1.029250680034767
931,1,1.0387589908249786
932,1,1.0365532077963038
933,1,1.029643874333607
934,1,1.059966462447535
935,1,1.0139368208674457
936,1,1.0293160062248536
937,1,1.0348043198821126
938,1,1.036691435749601
939,1,1.0371120657769868
940,1,1.0478729990575877
941,1,1.0105913283499754
942,1,1.056253827157535
943,1,1.037866108121432
944,1,1.0059469310037232
945,1,0.9886385771051046
946,1,1.0361171067503387
947,1,1.0373325488235758
948,1,1.0361321396398628
949,1,1.0163464262527828
950,1,1.0408384636071737
951,1,1.0561436581984605
952,1,1.0273336674643592
953,1,1.0565776059686924
954,1,1.0147767448377456
955,1,1.0335952576884802
956,1,1.0090372391510305
957,1,1.0328745336417418
958,1,1.0865429369012025
959,1,1.0412345290243794
960,1,1.0470901083303994
961,1,1.0332595438289607
962,1,1.0510812825464642
963,1,1.025499839214108
964,1,1.0424045122078642
965,1,1.0544590525071666
966,1,1.041411340357505
967,1,1.0160706424570414
968,1,1.0317931515812004
969,1,1.0227048823324405
970,1,1.0091906929668322
971,1,1.0195210997832862
972,1,1.0214055864163993
973,1,1.0083829185880469
974,1,1.0389711103720025
975,1,1.0251442762387113
976,1,1.031418701052337
977,1,1.0152727324534938
978,1,1.036949054179762
979,1,1.0244861458004142
980,1,1.04007162823338
981,1,1.038800439420532
982,1,1.0240693082031256
983,1,1.0341555061267211
984,1,0.9949658572081271
985,1,1.0360229217461052
986,1,1.0258683982961532
987,1,1.0385633741608458
988,1,1.0293228865869493
989,1,1.0224887162752134
990,1,1.0373670325147928
991,1,1.0317153357134612
992,1,1.0264364790593312
993,1,1.0179091416562118
994,1,1.036739523980073
995,1,1.043006999079323
996,1,1.0295676077401024
997,1,1.0289900191757524
998,1,1.0191121654916064
999,1,1.043813830555609
0,2,1.0414045389641897
1,2,1.1290653253383285
2,2,1.0333784465133415
3,2,1.0249049321149295
4,2,1.0743941380471749
5,2,1.0877929445084469
6,2,1.0842447810170863
7,2,1.0444878974865532
8,2,1.0581356627098275
9,2,1.0314078601516674
10,2,1.0644159712357226
11,2,1.0429271933702489
12,2,1.010169694786209
13,2,1.007193974026422
14,2,1.0430524730830475
15,2,1.0255651122856178
16,2,1.0905129342461721
17,2,1.067527844240919
18,2,1.0806677577124586
19,2,1.0635061555486647
20,2,1.0407264151973203
21,2,1.0477541142259503
22,2,1.0596310016272372
23,2,1.0573795811686313
24,2,1.026345876950123
25,2,1.0524111646569778
26,2,1.0167741890534339
27,2,1.0730986887077492
28,2,1.0524224985575223
29,2,1.0645942871989287
30,2,1.0669387247831736
31,2,1.0888511540023689
32,2,1.0392078186692404
33,2,1.1090232034027838
34,2,1.0679802157408032
35,2,1.0521637649368079
36,2,1.0921824300963654
37,2,1.0311438437878235
38,2,1.06702078824695
39,2,1.089644822561906
40,2,1.034818951159636
41,2,1.0732769110267664
42,2,1.076950780558499
43,2,1.070394428041768
44,2,1.0473563328653213
45,2,1.007243113954313
46,2,1.0845110422120137
47,2,1.0473150129758355
48,2,1.0306846631799522
49,2,1.0123004768147985
50,2,1.0280968174839467
51,2,1.0980675641776168
52,2,1.0452645785158858
53,2,1.0447767281307947
54,2,1.0692011850801433
55,2,1.0672461172877823
56,2,1.0391351153460655
57,2,1.0280736140065638
58,2,1.046087132818699
59,2,1.067829335027875
60,2,1.0686442397607712
61,2,1.0268036285293904
62,2,1.0840933381160924
63,2,1.097282648783653
64,2,1.0812648991357068
65,2,1.0952648149840527
66,2,1.034556072729393
67,2,1.0637684450671776
68,2,1.0280338303041798
69,2,1.1306218195246858
70,2,1.0493878993586476
71,2,1.0780663939621242
72,2,1.089885650703463
73,2,1.0538724996166349
74,2,1.075037099790757
75,2,1.0210943702317306
76,2,1.0429751893947303
77,2,1.0451776261368024
78,2,1.0694050302058
79,2,1.0385266663305102
80,2,1.0875949685835853
81,2,1.0278297722211873
82,2,1.0968505003354303
83,2,1.0449178920927955
84,2,1.054576003409047
85,2,1.0518562833186873
86,2,1.0558085279214267
87,2,1.097205168093601
88,2,1.047322816587872
89,2,1.0737707445006293
90,2,1.1079217828481012
91,2,1.0570612534622366
