id,sim,Motor,Property,Liability,Marine,Aviation
10000082,39,0.0,20467263.20564153,0.0,10833498.904908445,0.0
10000083,42,0.0,153038.13993600933,0.0,535383.488663253,545376.9021048307
10000084,43,0.0,10763879.736093575,0.0,1283511.0138100195,357228.80729891337
10000085,43,0.0,25354216.278745726,0.0,3023297.977881506,841449.0558533579
10000086,45,0.0,35107930.30428548,0.0,9361034.278350169,5677130.54958183
10000087,45,0.0,113223683.21669562,0.0,30189497.658401474,18308844.33672287
10000088,46,0.0,2295324.750027863,0.0,384793.85675961827,55085.47156166632
10000089,46,0.0,9463221.572126865,0.0,1586437.6167534948,227107.7427221633
10000090,46,0.0,14656398.108576346,0.0,2457034.436776324,351738.72507436783
10000091,46,0.0,81121716.16480282,0.0,13599442.967551595,1946839.107963075
10000092,47,0.0,51681369.33108526,0.0,2670962.4208087674,2523469.5164589575
10000093,47,0.0,45829611.50911584,0.0,2368535.7351297354,2237743.099520577
10000094,48,0.0,2032668.3324619352,0.0,0.0,68893.30298119847
10000095,48,0.0,11992070.322437238,0.0,0.0,406447.6830289668
10000096,48,0.0,11287729.664896147,0.0,0.0,382575.4390691355
10000097,48,0.0,6635552.972192174,0.0,0.0,224899.04233778297
10000098,48,0.0,2786488.197914492,0.0,0.0,94442.54756502523
10000099,49,0.0,10300065.814498752,754932.3097517443,8555718.57655461,3249846.8253572173
10000100,49,0.0,4935896.490112201,361771.25516331167,4099987.5197844803,1557359.7127994266
10000101,49,0.0,2429340.9911348247,178055.95018921295,2017924.7609641885,766498.6078667955
10000102,49,0.0,5516773.112072461,404345.9860237659,4582490.932354523,1740636.2160567641
10000103,50,0.0,1330058.5552829478,155456.17623414687,405952.739611628,2626.9970412177245
10000104,50,0.0,11699563.895270312,1367435.6362294822,3570872.8737404365,23107.794475916533
10000105,51,891631.8706956338,802564.1033150394,1177358.940595024,1193573.308564699,2219350.157734939
10000106,52,0.0,1927843.8026936976,0.0,0.0,204755.52328108996
10000107,53,3162703.9128760137,56518515.72357842,0.0,2303525.1768720876,4782405.876896858
10000108,53,12718319.841974571,227280384.0535543,0.0,9263266.739648407,19231698.32904228
10000109,56,0.0,56273210.58179837,0.0,5933959.027269172,12804995.493014203
10000110,56,0.0,3972205.039711293,0.0,418865.419439618,903877.1220791773
10000111,56,0.0,18365461.424465965,0.0,1936621.2533983837,4179069.3713054075
10000112,58,0.0,31723593.562473156,0.0,0.0,4296479.3045300925
10000113,58,0.0,1763681.3405409416,0.0,0.0,238863.87160072094
10000114,58,0.0,21535203.453665122,0.0,0.0,2916616.4853079123
10000115,58,0.0,56863199.90059956,0.0,0.0,7701257.459409879
10000116,58,0.0,10414912.14192902,0.0,0.0,1410541.7908654078
10000117,59,0.0,15393338.136715783,0.0,0.0,210676.50673514052
10000118,60,0.0,1769322.0580932347,0.0,38463.0408482937,165044.8282945434
10000119,61,0.0,17501502.72209807,0.0,0.0,0.0
10000120,62,0.0,130117027.31330848,0.0,7295902.596200381,15384432.818360886
10000121,62,0.0,18683729.025512796,0.0,1047631.274081535,2209077.320044657
10000122,62,0.0,75071547.12014236,0.0,4209400.620687291,8876110.967854215
10000123,63,0.0,15075657.117507879,0.0,431120.7964441108,2000345.1270882962
10000124,63,0.0,1001452.6260698166,0.0,28638.68887352598,132879.83833501305
10000125,64,0.0,1779023.7694305312,164650.76245421276,609194.4664510177,29382.184317756237
10000126,64,0.0,9491213.027779056,878423.0365507781,3250093.9873791775,156755.9553577865
10000127,64,0.0,1787731.1051182435,165456.63671208482,612176.1358416317,29525.993830866242
10000128,64,0.0,136769959.9156551,12658222.204728153,46834395.46398827,2258879.4148940863
10000129,65,0.0,63386745.06784698,0.0,0.0,321529.0981850602
10000130,67,0.0,0.0,0.0,14014548.030124264,13032527.517449671
10000131,67,0.0,0.0,0.0,7668589.688840846,7131240.046059693
10000132,68,0.0,13069654.251393225,0.0,118619.21521064885,10450545.905446375
10000133,68,0.0,4981132.42735617,0.0,45208.38945148971,3982932.684515664
10000134,69,0.0,0.0,0.0,513050.5399469267,201443.98582411924
10000135,69,0.0,0.0,0.0,561750.9865286462,220565.71225647235
10000136,70,0.0,25459419.745879434,0.0,0.0,2670885.060813949
10000137,70,0.0,67893675.08503132,0.0,0.0,7122558.342584196
10000138,70,0.0,27369772.285232525,0.0,0.0,2871295.4436574923
10000139,71,0.0,0.0,0.0,1401096.0824040729,1412071.1111407676
10000140,71,0.0,0.0,0.0,815215.4610858946,821601.1852516946
10000141,71,0.0,0.0,0.0,301638.3721880879,304001.15789881075
10000142,71,0.0,0.0,0.0,2307936.2228595456,2326014.6877745856
10000143,72,2075054.9707881785,41775184.00997013,0.0,7554493.61006792,2527858.9208340626
10000144,72,1407.3942791938953,28333.78190726782,0.0,5123.792496435873,1714.5059932748559
10000145,72,1017461.1050722939,20483613.92143645,0.0,3704192.6719858046,1239484.3352423317
10000146,73,0.0,3914606.6495929137,0.0,2570584.4214741397,1545025.1098210134
10000147,73,0.0,30900495.006126616,0.0,20291267.600755963,12195871.76027743
10000148,74,0.0,4737570.831374164,0.0,2205052.6894172393,220035.5486977693
10000149,75,0.0,12544725.630016593,0.0,4044908.095260831,858969.7062129711
10000150,75,0.0,2080803.332834554,0.0,670932.0310273754,142477.9688457406
10000151,75,0.0,3294524.786511885,0.0,1062283.0958624766,225584.60594866928
10000152,75,0.0,8110153.527372632,0.0,2615029.345734232,555323.1213029047
10000153,76,0.0,11752480.045811096,0.0,0.0,671154.0108354483
10000154,76,0.0,502704.5947120728,0.0,0.0,28708.170844899407
10000155,76,0.0,5680184.757386217,0.0,0.0,324380.79174318083
10000156,77,0.0,43282528.87093229,0.0,0.0,0.0
10000157,77,0.0,800621.3667595754,0.0,0.0,0.0
10000158,77,0.0,8471479.468687348,0.0,0.0,0.0
10000159,78,0.0,33182802.210693635,0.0,0.0,8764815.108418427
10000160,78,0.0,129818080.03967492,0.0,0.0,34289794.51623688
10000161,79,0.0,1840306.047184199,0.0,0.0,106238.92373931392
10000162,80,0.0,17924405.200224083,0.0,2018914.2737672173,2082164.58697754
10000163,80,0.0,129686882.96788244,0.0,14607274.061231509,15064903.526497476
10000164,81,0.0,5370768.1983337235,0.0,150883.757399771,564739.8727130338
10000165,81,0.0,35094387.917891555,0.0,985924.7163821792,3690198.391328972
10000166,82,0.0,18949684.527382538,0.0,887226.6823802497,1605352.6678101195
10000167,83,0.0,0.0,250023.3009959276,0.0,148051.8743065007
10000168,83,0.0,0.0,971863.7699508761,0.0,575491.372758704
10000169,83,0.0,0.0,148072.63470100213,0.0,87681.55213398385
10000170,83,0.0,0.0,1121362.9180740197,0.0,664017.638105537
10000171,84,0.0,7821297.791840956,0.0,1616533.5487521118,13147.094115505877
10000172,84,0.0,24911336.431347314,0.0,5148763.307226663,41874.340208297406
10000173,86,0.0,59241096.996442296,0.0,4186132.2596449065,4686699.668300385
10000174,88,0.0,25599283.506168205,0.0,95817.71909911666,2406401.889984579
10000175,88,0.0,67070122.05568263,0.0,251042.4213055176,6304772.883092682
10000176,88,0.0,5062292.177181001,0.0,18948.08070366146,475869.15703665104
10000177,88,0.0,109951982.37210189,0.0,411548.5559891771,10335783.7387919
10000178,88,0.0,18242364.88206392,0.0,68280.88737530567,1714831.6404796834
10000179,89,2521979.225996242,43235676.479471065,0.0,0.0,2045528.3420271825
10000180,89,238799.83441978742,4093876.8558835746,0.0,0.0,193685.9052374293
10000181,90,880764.2597754075,5946418.861654668,0.0,1336673.6275826215,1700710.6197053404
10000182,90,8403.876602799099,56738.19048316729,0.0,12753.96918045316,16227.454766066721
10000183,91,0.0,0.0,2948412.893597577,143096.5930683946,703050.2933857036
10000184,91,0.0,0.0,25100719.733741947,1218224.0436075556,5985277.167699229
10000185,92,0.0,6445762.358931874,0.0,1081909.9399670078,3215733.9247255344
10000186,92,0.0,1425812.386732817,0.0,239320.11573413672,711325.209803482
10000187,92,0.0,171564.51300206437,0.0,28796.803485211178,85592.02062037803
10000188,94,0.0,152233727.20393535,0.0,0.0,6159101.971609628
10000189,95,0.0,7651145.585112395,0.0,1902886.774507185,0.0
10000190,97,0.0,13137135.523430021,2933217.4976210603,850417.8170240803,4610993.148346935
10000191,97,0.0,55862723.311362855,12472849.746386059,3616211.09310637,19607214.523843292
10000192,97,0.0,4134686.226673958,923179.4835048123,267654.3017080438,1451230.355944468
10000193,98,0.0,480716.56956168613,0.0,486293.34889208945,657895.5564580467
10000194,99,0.0,0.0,0.0,12855872.819531765,7355975.602123871
10000195,99,0.0,0.0,0.0,18360631.409413952,10505732.172617853
10000196,100,0.0,8642324.852633972,0.0,0.0,218060.10561354298
10000197,101,0.0,26614823.068121944,0.0,3675392.6510976334,2404350.7464926033
10000198,101,0.0,34921360.53309282,0.0,4822489.765990286,3154753.2385006333
10000199,102,0.0,17629342.83798984,0.0,2749196.593223653,1468490.8606883124
10000200,103,0.0,5626557.7435776265,0.0,0.0,2347566.5954541517
10000201,103,0.0,2152237.2950186706,0.0,0.0,897977.1664200156
10000202,104,0.0,6665839.148438096,0.0,1474226.9246223858,637862.0661596204
10000203,105,0.0,10248809.489617255,0.0,622343.7421986414,4133212.7805253817
10000204,105,0.0,23058946.056547098,0.0,1400220.2689518481,9299375.760952417
10000205,105,0.0,5061669.316246045,0.0,307362.3553287693,2041306.0004574854
10000206,106,0.0,6094969.328479832,4377951.505585857,3888940.090053232,6431894.6554262815
10000207,106,0.0,1894709.1521727247,1360949.3893008246,1208933.135470439,1999447.251112994
10000208,106,0.0,14657075.061917923,10528020.794948421,9352054.742075093,15467307.16337249
10000209,106,0.0,8877775.011521842,6376811.167257895,5664529.760872664,9368531.746643927
10000210,107,0.0,28864443.831266843,3649238.058499562,5545112.573226859,426898.24099280935
10000211,107,0.0,3319590.280640761,419685.03746527346,637722.3795042672,49095.94863169655
10000212,108,0.0,0.0,0.0,243312.2180681938,554691.1443473976
10000213,108,0.0,0.0,0.0,140189.30617334638,319596.63712722674
10000214,108,0.0,0.0,0.0,4297189.617676713,9796520.06558417
10000215,108,0.0,0.0,0.0,737874.4487826596,1682169.6239900503
10000216,109,137966.06100382516,3896461.419140121,0.0,0.0,579588.008976626
10000217,110,0.0,12233407.061614105,3266296.367486321,3966656.946249531,3113788.750638431
10000218,110,0.0,7975113.404990782,2129340.077855292,2585914.0324282236,2029918.4258689706
10000219,110,0.0,2496593.742435212,666585.7704999209,809515.3590913947,635462.015688323
10000220,110,0.0,14068374.28412611,3756229.1182858855,4561641.274217857,3580845.9054008625
10000221,110,0.0,1512906.2433095695,403943.0832294577,490556.7213469619,385082.45638042415
10000222,111,0.0,43815323.41212994,0.0,0.0,4246736.398136266
10000223,112,0.0,7065221.076621734,0.0,2255361.7676524115,185965.5831941254
10000224,113,0.0,56885396.36148079,0.0,5524248.571536549,7388208.3239142485
10000225,113,0.0,108506206.34667927,0.0,10537243.18987745,14092658.365824992
10000226,114,0.0,23467033.676736377,0.0,4369155.942687472,3461976.5598032405
10000227,115,0.0,3694784.1971403253,0.0,3480990.602395404,459411.45435343846
10000228,115,0.0,1972046.0258956933,0.0,1857936.3008392223,245205.26354688487
10000229,116,2132889.2421193654,23197608.719173234,0.0,4291352.367723094,543966.4862677992
10000230,116,842185.2257719454,9159727.073832184,0.0,1694468.4662043909,214788.71429563896
10000231,117,0.0,1622043.1070600545,0.0,0.0,112377.0920450502
10000232,117,0.0,31153162.833089877,0.0,0.0,2158328.488281638
10000233,119,0.0,27675871.827280544,0.0,4709861.284926752,1826230.0434085801
10000234,119,0.0,41635007.57311466,0.0,7085417.633454669,2747342.600879397
10000235,120,0.0,7100854.721825794,0.0,66380.48940705982,104882.39938626334
10000236,120,0.0,87078943.40267798,0.0,814034.8037754484,1286190.0261135288
10000237,120,0.0,2473281.0057237186,0.0,23120.822778769885,36531.32705833973
10000238,121,0.0,32854721.918794744,0.0,4210092.469124373,8438190.005724516
10000239,122,0.0,0.0,0.0,3363213.764571954,7202434.825157034
10000240,122,0.0,0.0,0.0,1627682.8429492442,3485737.2777969404
10000241,123,0.0,10350396.371786777,0.0,503866.2588571332,1215426.806634128
10000242,123,0.0,71129832.83660856,0.0,3462661.8611638956,8352637.181767581
10000243,124,0.0,23562642.6673331,0.0,0.0,1703303.3183996305
10000244,124,0.0,50748447.44528518,0.0,0.0,3668518.8566315877
10000245,124,0.0,80339805.33064826,0.0,0.0,5807627.7330721775
10000246,124,0.0,56060887.37470552,0.0,0.0,4052546.0936581604
10000247,125,0.0,36998591.39025509,0.0,4781884.406530208,3568766.406684332
10000248,126,433138.0617546085,4926251.534851095,0.0,0.0,72501.31011787403
10000249,126,3426172.397507979,38967222.05274669,0.0,0.0,573493.7874144999
10000250,126,3299795.429801831,37529886.50987088,0.0,0.0,552340.0340585759
10000251,127,0.0,1866036.8530477253,0.0,590453.3680731121,0.0
10000252,127,0.0,6958980.276425881,0.0,2201967.949271219,0.0
10000253,128,0.0,61986201.86270116,0.0,7036451.672795338,8499309.550302487
10000254,129,0.0,65693219.61803877,0.0,0.0,541904.358033471
10000255,129,0.0,36398361.72656847,0.0,0.0,300250.63407746266
10000256,129,0.0,47560242.35954255,0.0,0.0,392325.1555277273
10000257,129,0.0,20437124.558031034,0.0,0.0,168586.148282323
10000258,130,0.0,148923.86062320034,0.0,35145.78965212433,16350.467283867038
10000259,131,0.0,79933368.18340117,0.0,4085058.5587802166,3161157.9796912665
10000260,131,0.0,65625224.082124345,0.0,3353829.4382072757,2595307.8856911464
10000261,131,0.0,12279047.358863767,0.0,627530.5125627163,485604.56569800386
10000262,131,0.0,13783736.843088076,0.0,704428.869225654,545111.1432151634
10000263,132,0.0,4772890.650278353,0.0,0.0,327690.6913285635
10000264,133,20144851.796606805,0.0,0.0,4942679.893360695,10682840.680927992
10000265,133,4474511.833055195,0.0,0.0,1097852.6867877801,2372839.349729405
10000266,134,0.0,4649259.809266471,0.0,174390.75174118043,161225.46985303974
10000267,135,0.0,95756793.20493616,0.0,17842121.422911976,0.0
10000268,136,0.0,102249207.19289151,0.0,6900581.493655322,9692620.700542493
10000269,136,0.0,39292058.610451475,0.0,2651737.455366319,3724654.9984112484
10000270,136,0.0,52283693.76447837,0.0,3528515.276705089,4956185.249694908
10000271,137,0.0,12492383.955663098,0.0,202297.497768689,1959259.588454137
10000272,137,0.0,103921424.31904633,0.0,1682868.8726598904,16298654.265313517
10000273,137,0.0,11281014.56964641,0.0,182680.98609769775,1769272.8658929018
10000274,137,0.0,11721626.748828754,0.0,189816.11271975376,1838376.860768222
10000275,138,0.0,0.0,0.0,1150832.6873191113,1065077.384215291
10000276,138,0.0,0.0,0.0,1735594.4171665628,1606265.0828945802
10000277,138,0.0,0.0,0.0,1622886.8182816987,1501955.9892059762
10000278,138,0.0,0.0,0.0,226540.97103934997,209660.0726681288
10000279,139,0.0,22906084.680213824,0.0,0.0,10066607.452493554
10000280,139,0.0,36112463.149579875,0.0,0.0,15870455.197586656
10000281,140,0.0,68819734.2844842,0.0,9547351.38245866,0.0
10000282,141,0.0,46422717.10992374,0.0,3436158.6425007503,0.0
10000283,141,0.0,56377177.01825111,0.0,4172976.8551105913,0.0
10000284,142,0.0,2752323.9847144983,0.0,11686545.54365297,6414916.590751222
10000285,142,0.0,706101.0796818655,0.0,2998150.8252490973,1645729.0478716693
10000286,142,0.0,40255.056594873546,0.0,170925.57230580438,93823.55850772798
10000287,143,0.0,0.0,0.0,27295653.924242057,0.0
10000288,144,0.0,58319741.755818404,0.0,0.0,791939.1708662057
10000289,145,0.0,131238968.88643508,0.0,7212687.309855731,5086070.847499945
10000290,146,0.0,3445054.223090379,0.0,318906.18902184954,0.0
10000291,146,0.0,10959174.305676686,0.0,1014482.8749645599,0.0
10000292,147,0.0,141041.78126790441,632839.5115382458,0.0,436577.71320871427
10000293,148,0.0,6885562.647850562,0.0,0.0,793122.4408947858
10000294,148,0.0,26627112.25138421,0.0,0.0,3067078.370042831
10000295,149,0.0,100097220.56234722,0.0,21809968.619172014,2994526.129242215
10000296,149,0.0,42893768.366986506,0.0,9346031.156372719,1283217.5502475537
10000297,149,0.0,401810689.4342955,0.0,87549668.9935699,12020639.551828247
10000298,150,4339410.370524348,18086320.427108653,0.0,0.0,3205792.3463811
10000299,150,1271788.8462679356,5300715.679131608,0.0,0.0,939549.5243483842
10000300,150,42063.79695276641,175318.5905707835,0.0,0.0,31075.143122408354
10000301,151,0.0,4518252.22730899,0.0,685462.1690789767,345128.3159345028
10000302,151,0.0,15522967.315442404,0.0,2354982.9250950185,1185727.4225427143
10000303,151,0.0,22655741.981276326,0.0,3437093.207571671,1730566.9721102505
10000304,152,0.0,0.0,0.0,2389684.990769575,1083831.378189994
10000305,152,0.0,0.0,0.0,26552118.706187777,12042599.556991875
10000306,153,0.0,4712623.602951328,0.0,134598.2824400352,490159.7938749916
10000307,153,0.0,13458488.716781663,0.0,384390.8655006823,1399816.8771966598
10000308,153,0.0,14221305.664010877,0.0,406177.8486259424,1479157.4375978895
10000309,154,0.0,0.0,0.0,2099311.432130225,1983877.1293345022
10000310,155,0.0,63847403.00111574,0.0,7585656.372098824,2157463.346937765
10000311,157,0.0,108692641.95686086,0.0,21854008.37865643,7297836.8662036415
10000312,157,0.0,17848495.318088986,0.0,3588662.113694306,1198382.9336884653
10000313,158,0.0,4697036.992376606,0.0,589640.5981231603,2041934.5046388977
10000314,158,0.0,1805572.9437370792,0.0,226661.85346806067,784933.5017891122
10000315,158,0.0,5470352.955265472,0.0,686718.4980068618,2378116.7723480253
10000316,160,0.0,6570546.937543669,0.0,3086356.182125235,2089546.39927327
10000317,161,0.0,5395570.798313552,0.0,3923649.079371495,2804600.4100707476
10000318,162,0.0,5162548.067851395,0.0,0.0,1670332.634969377
10000319,162,0.0,7280484.651698353,0.0,0.0,2355586.999345198
10000320,163,0.0,21931408.237075187,0.0,6405381.437210466,283943.5602460426
10000321,163,0.0,38262005.962049805,0.0,11174966.061934683,495374.0351544615
10000322,163,0.0,33655735.04630116,0.0,9829638.762403568,435737.1459434704
10000323,164,0.0,19793285.33850303,0.0,3006432.5984392115,923393.4820624952
10000324,164,0.0,5252130.602639598,0.0,797754.2072977604,245021.63650337997
10000325,165,0.0,54970956.64495952,0.0,0.0,4730648.275147261
10000326,165,0.0,35398143.96094608,0.0,0.0,3046266.226615117
10000327,165,0.0,274849135.5113649,0.0,0.0,23652755.349160824
10000328,165,0.0,158275301.1162819,0.0,0.0,13620734.037067326
10000329,166,0.0,2531559.3555418504,0.0,6044431.339344557,2050016.3128759256
10000330,166,0.0,1007453.9380147381,0.0,2405428.9474002826,815820.1003188613
10000331,167,0.0,8326849.8209020505,0.0,1698829.9159037988,1009434.1274646713
10000332,168,0.0,216123.39329785708,0.0,115118.49128588378,100079.66892353266
10000333,168,0.0,15298595.528586514,0.0,8148822.805204907,7084278.810049373
10000334,168,0.0,2544132.801306346,0.0,1355136.6432308357,1178104.6214711799
10000335,168,0.0,27637204.690860294,0.0,14721003.861836612,12797884.825088145
10000336,169,0.0,4904804.659425009,808967.0608232616,763759.8917039292,18458.007898312982
10000337,169,0.0,7814407.281971356,1288858.2787542334,1216833.5487000835,29407.57101388231
10000338,169,0.0,9111661.039396303,1502819.0034223218,1418837.5953606376,34289.46168299469
10000339,169,0.0,29468186.324104894,4860293.881958185,4588688.104502007,110896.16278073164
10000340,170,0.0,115329535.24235241,0.0,7698933.018970852,9933775.790514138
10000341,170,0.0,26573741.729405064,0.0,1773955.4504247142,2288898.430919879
10000342,170,0.0,6219897.58686726,0.0,415215.19015507225,535743.6665123163
10000343,170,0.0,11410571.356337845,0.0,761723.5636649961,982836.3329248677
10000344,170,0.0,3631673.968532861,0.0,242435.85627670863,312810.02625946485
10000345,170,0.0,58564407.60222988,0.0,3909522.833659156,5044377.341869246
10000346,170,0.0,26812620.70154443,0.0,1789902.0438300967,2309473.994198742
10000347,172,0.0,5316975.692775315,0.0,2998820.1644424037,1306219.727843125
10000348,172,0.0,33945345.78517758,0.0,19145467.895947024,8339342.305684141
10000349,173,0.0,44997341.056059286,0.0,2478399.2724852706,2569901.189642563
10000350,173,0.0,72222240.04631208,0.0,3977913.8719560653,4124777.5147966207
10000351,174,5150348.980094999,27183719.071260996,322965.4917850779,8062396.128701967,3177945.5163396164
10000352,174,270358.03970498644,1426959.0329511259,16953.475888494064,423220.5664325158,166820.36953367418
10000353,174,1599729.2199289037,8443425.847976752,100315.01481434907,2504228.49394728,987088.8985345531
10000354,175,0.0,27721726.751621053,0.0,2323402.952161284,0.0
10000355,175,0.0,45411030.22424403,0.0,3805972.2119410983,0.0
10000356,175,0.0,87588451.90331727,0.0,7340930.4388120035,0.0
10000357,175,0.0,13070672.784794506,0.0,1095474.319006838,0.0
10000358,177,0.0,1080667.1274799262,0.0,1419998.5352457163,315430.0666430029
10000359,177,0.0,4083571.1482225377,0.0,5365819.780758885,1191931.4344547838
10000360,178,0.0,129610335.2575429,0.0,0.0,4831425.142409001
10000361,179,0.0,50983816.37880036,0.0,20058192.223420832,7762597.716808524
10000362,180,0.0,46988065.679369025,5271687.67788581,6754107.538169879,4525912.553595735
10000363,180,0.0,469861214.8350301,52714695.54555086,67538280.77677847,45257252.87736853
10000364,180,0.0,215152233.47294074,24138371.34323473,30926178.827397697,20723564.171676263
10000365,181,0.0,1945842.0746993637,0.0,2214.9200548252493,0.0
10000366,181,0.0,31963261.041114733,0.0,36383.25474513019,0.0
